username,transaction_type,amount,category,description,place,date
valerie.reynolds,cash,132.24,Health,Lab analysis,Health Center,2023-02-09
valerie.reynolds,card,141.54,Shopping,Household items,Toy Store,2021-06-28
valerie.reynolds,card,51.69,Health,Health supplies,Laboratory,2025-12-03
valerie.reynolds,cash,28.28,Entertainment,Bowling,Leisure Center,2024-02-18
valerie.reynolds,card,93.72,Transport,Fuel,Bus Station,2021-07-06
valerie.reynolds,card,56.21,Transport,Short trip,Airport Transport,2024-10-06
valerie.reynolds,card,186.86,Entertainment,Movie ticket,Arcade,2024-05-18
valerie.reynolds,cash,57.79,Entertainment,Digital purchase,Subscription Service,2021-09-08
valerie.reynolds,card,125.49,Shopping,New phone,Jewelry Store,2024-02-11
valerie.reynolds,card,4.59,Coffee,Flat white,Local Coffee Shop,2020-12-20
valerie.reynolds,card,189.44,Entertainment,Game purchase,Amusement Park,2021-11-10
valerie.reynolds,card,153.38,Shopping,Fashion items,Toy Store,2020-04-06
valerie.reynolds,card,3.27,Coffee,Cappuccino,Office Cafe,2021-09-21
valerie.reynolds,card,121.28,Transport,Bus ticket,Ferry,2020-09-12
valerie.reynolds,card,554.67,Shopping,Impulse buy,Online Shop,2021-01-01
valerie.reynolds,cash,77.99,Transport,Single ride,Bolt,2020-08-07
valerie.reynolds,cash,31.44,Food,Ready meals,Supermarket,2024-05-20
valerie.reynolds,cash,27.92,Food,Dinner,Lidl,2024-06-02
valerie.reynolds,card,143.55,Food,Breakfast,Kaufland,2021-01-30
valerie.reynolds,card,18.95,Entertainment,Museum entry,Arcade,2023-10-18
valerie.reynolds,cash,143.92,Food,Seafood,Asian Restaurant,2025-12-21
valerie.reynolds,card,232.3,Shopping,Seasonal shopping,Retail Shop,2023-07-13
valerie.reynolds,card,1092.07,Shopping,Accessories,Accessory Shop,2023-05-30
valerie.reynolds,card,189.84,Bills,Adjustment charge,Hosting Provider,2023-06-12
valerie.reynolds,cash,93.72,Food,Fresh vegetables,Bakery,2021-08-07
valerie.reynolds,card,175.89,Health,Health service,Health Center,2020-10-27
valerie.reynolds,card,48.26,Entertainment,Event entry,Escape Room,2024-02-23
valerie.reynolds,card,6.06,Coffee,Strong coffee,Neighborhood Cafe,2025-04-30
valerie.reynolds,cash,9.47,Transport,Metro ticket,Fuel Station,2024-02-02
valerie.reynolds,cash,136.15,Transport,Monthly pass,Car Rental,2025-05-01
valerie.reynolds,cash,83.22,Transport,Highway toll,Public Transport,2021-04-29
valerie.reynolds,card,119.67,Entertainment,Arcade games,Night Club,2021-04-29
valerie.reynolds,card,553.53,Shopping,Replacement item,Online Shop,2022-11-03
valerie.reynolds,cash,242.82,Entertainment,Weekend fun,Bowling Alley,2021-01-18
valerie.reynolds,cash,7.71,Coffee,Latte,Late Night Cafe,2023-08-30
valerie.reynolds,cash,6.1,Coffee,Americano,Coffee House,2022-10-09
valerie.reynolds,card,138.63,Entertainment,Streaming subscription,Concert Hall,2023-10-27
valerie.reynolds,cash,127.35,Transport,Parking fee,Ferry,2024-08-29
valerie.reynolds,card,177.52,Food,Bulk food,Aldi,2021-01-13
valerie.reynolds,card,23.27,Transport,Train ticket,Car Wash,2025-06-05
valerie.reynolds,card,233.1,Entertainment,Game purchase,Gallery,2023-07-13
valerie.reynolds,card,172.47,Entertainment,Night out,Museum,2024-10-15
valerie.reynolds,card,81.13,Transport,Bus ticket,Car Wash,2023-07-30
valerie.reynolds,cash,658.49,Shopping,Replacement item,Gift Shop,2024-05-26
valerie.reynolds,cash,199.4,Entertainment,Club entry,Streaming Platform,2021-04-14
valerie.reynolds,card,110.58,Bills,Utility payment,Energy Provider,2024-06-08
valerie.reynolds,cash,5.9,Coffee,Morning coffee,Late Night Cafe,2021-08-30
valerie.reynolds,card,533.38,Shopping,Electronics,Toy Store,2021-05-24
valerie.reynolds,cash,90.6,Food,Snack,Canteen,2024-01-09
valerie.reynolds,cash,160.65,Shopping,Seasonal shopping,Home Store,2022-04-08
valerie.reynolds,cash,318.78,Health,Vitamins,Health Center,2025-11-14
valerie.reynolds,cash,51.27,Food,Seafood,Organic Store,2021-03-23
valerie.reynolds,card,64.86,Bills,Monthly bill,Streaming Service,2020-01-24
valerie.reynolds,card,36.01,Food,Takeaway,Food Truck,2020-12-21
valerie.reynolds,cash,311.12,Health,Vitamins,Mental Health Clinic,2020-07-18
valerie.reynolds,cash,72.38,Entertainment,Movie ticket,Online Platform,2020-08-25
valerie.reynolds,card,251.74,Health,Therapy session,Clinic,2022-09-18
valerie.reynolds,cash,321.28,Bills,Adjustment charge,TV Provider,2021-12-15
valerie.reynolds,cash,70.92,Food,Late night food,Organic Store,2024-07-13
valerie.reynolds,cash,70.41,Bills,Monthly bill,Property Management,2024-10-14
valerie.reynolds,cash,9.0,Coffee,Afternoon coffee,Bookstore Cafe,2021-10-17
valerie.reynolds,card,292.13,Health,Health consultation,Private Doctor,2021-01-31
valerie.reynolds,card,59.27,Entertainment,Streaming subscription,Online Platform,2020-07-12
valerie.reynolds,cash,175.45,Food,Quick bite,Pizzeria,2021-01-07
valerie.reynolds,cash,178.86,Bills,Late fee,Hosting Provider,2024-04-23
valerie.reynolds,card,49.33,Transport,Taxi ride,Metro,2021-10-12
valerie.reynolds,cash,126.62,Transport,Parking fee,Public Transport,2023-05-27
valerie.reynolds,cash,899.23,Shopping,Furniture,Retail Shop,2023-05-07
valerie.reynolds,cash,189.26,Bills,Electricity bill,Internet Provider,2022-12-19
valerie.reynolds,cash,1184.09,Shopping,Online order,Toy Store,2025-05-01
valerie.reynolds,card,148.9,Entertainment,Game purchase,Night Club,2020-08-25
valerie.reynolds,card,7.56,Coffee,Espresso,Office Cafe,2025-07-24
valerie.reynolds,card,385.13,Health,Treatment,Dermatology Clinic,2021-09-16
valerie.reynolds,card,58.07,Entertainment,Evening entertainment,Leisure Center,2025-05-30
valerie.reynolds,card,20.35,Health,Lab analysis,Laboratory,2025-05-20
valerie.reynolds,cash,3.34,Coffee,Coffee with milk,Mall Cafe,2024-09-27
valerie.reynolds,cash,185.49,Bills,Cloud service,Utility Office,2024-07-28
valerie.reynolds,card,118.97,Food,Seafood,Street Food,2022-08-29
valerie.reynolds,cash,341.87,Bills,Water bill,Energy Provider,2023-09-19
valerie.reynolds,card,345.15,Bills,Extra service,Utility Office,2024-06-08
valerie.reynolds,card,134.41,Transport,Emergency ride,Shell,2025-08-22
valerie.reynolds,cash,68.46,Entertainment,Escape room,Subscription Service,2020-06-22
valerie.reynolds,card,254.49,Health,Health supplies,Emergency Room,2023-09-23
valerie.reynolds,cash,6.55,Coffee,Iced coffee,Coffee Corner,2021-12-30
valerie.reynolds,card,306.01,Bills,Insurance payment,Property Management,2022-11-29
valerie.reynolds,cash,106.02,Health,Medical tests,Rehab Center,2023-11-12
valerie.reynolds,cash,154.55,Food,Family meal,Asian Restaurant,2024-12-04
valerie.reynolds,cash,5.43,Coffee,Coffee with milk,Coffee House,2025-08-30
valerie.reynolds,cash,134.43,Food,Home cooking,Street Food,2020-04-23
valerie.reynolds,cash,79.83,Transport,Bike ride,Bolt,2021-11-13
valerie.reynolds,cash,158.86,Entertainment,Game purchase,Gaming Store,2021-04-26
valerie.reynolds,cash,4.96,Coffee,Coffee meeting,Coffee Truck,2025-07-10
valerie.reynolds,cash,114.39,Entertainment,Club entry,Escape Room,2024-01-14
valerie.reynolds,card,6.19,Coffee,Mocha,Espresso Bar,2020-06-30
valerie.reynolds,card,72.66,Transport,Metro ticket,Highway Toll,2022-12-28
valerie.reynolds,card,167.94,Bills,Cloud service,Utility Office,2022-05-19
valerie.reynolds,cash,153.91,Food,Late night food,Italian Restaurant,2022-06-09
valerie.reynolds,card,192.59,Health,Treatment,Hospital,2020-02-26
valerie.reynolds,cash,271.86,Shopping,Computer equipment,Retail Shop,2023-06-28
valerie.reynolds,cash,6.73,Coffee,Afternoon coffee,Neighborhood Cafe,2020-03-14
valerie.reynolds,card,283.46,Bills,Contract payment,Water Utility,2022-12-01
valerie.reynolds,cash,92.1,Food,Late night food,Organic Store,2023-02-21
valerie.reynolds,cash,149.2,Bills,Recurring payment,Energy Provider,2023-08-14
valerie.reynolds,cash,5.03,Coffee,Specialty coffee,Specialty Coffee,2025-03-26
valerie.reynolds,card,906.49,Shopping,Books,Outlet Store,2021-10-02
valerie.reynolds,cash,1003.03,Shopping,Decorations,Toy Store,2022-10-14
valerie.reynolds,cash,17.88,Entertainment,Festival ticket,Streaming Platform,2025-02-16
valerie.reynolds,cash,314.88,Bills,Internet bill,TV Provider,2024-04-06
valerie.reynolds,cash,28.9,Shopping,Office supplies,Shopping Mall,2023-01-10
valerie.reynolds,cash,114.93,Transport,Train ticket,BP,2023-10-02
valerie.reynolds,cash,99.39,Food,Meat purchase,Italian Restaurant,2020-12-26
valerie.reynolds,card,66.41,Health,Treatment,Physiotherapy,2025-08-11
valerie.reynolds,cash,222.68,Bills,Late fee,Streaming Service,2023-12-26
valerie.reynolds,card,59.46,Health,Doctor visit,Health Center,2023-01-22
valerie.reynolds,card,273.57,Bills,Adjustment charge,Water Utility,2023-04-16
valerie.reynolds,cash,10.98,Food,Quick bite,Local Market,2025-05-04
valerie.reynolds,card,1062.35,Shopping,Gifts,Clothing Store,2021-11-23
valerie.reynolds,cash,314.16,Health,Dental check,Eye Clinic,2022-11-17
valerie.reynolds,cash,35.73,Transport,Emergency ride,Highway Toll,2023-05-04
valerie.reynolds,cash,132.41,Food,Frozen food,Lidl,2020-06-16
valerie.reynolds,cash,179.89,Food,Dinner,Street Food,2021-07-28
valerie.reynolds,cash,603.15,Shopping,Fashion items,Mobile Shop,2023-07-22
valerie.reynolds,cash,992.83,Shopping,Accessories,Department Store,2022-10-29
valerie.reynolds,card,10.53,Food,Takeaway,Fish Market,2020-11-18
valerie.reynolds,cash,870.92,Shopping,Seasonal shopping,Shoe Store,2023-09-03
valerie.reynolds,card,97.48,Transport,Transport service,Highway Toll,2022-06-23
valerie.reynolds,card,3.2,Coffee,Cappuccino,Cafe Bar,2020-06-09
valerie.reynolds,card,366.31,Health,Vitamins,Emergency Room,2021-06-13
valerie.reynolds,cash,4.19,Coffee,Sweet coffee,Coffee House,2021-02-21
valerie.reynolds,card,60.75,Transport,Short trip,Uber,2023-02-08
valerie.reynolds,card,168.77,Food,Quick bite,Pizzeria,2023-01-07
valerie.reynolds,card,25.44,Food,Snack,Pizzeria,2023-11-04
valerie.reynolds,card,43.61,Transport,Vehicle rental,Bike Rental,2023-03-26
valerie.reynolds,cash,232.64,Bills,Streaming subscription,Gas Provider,2020-03-07
valerie.reynolds,card,34.02,Health,Dental check,Pharmacy,2024-10-15
valerie.reynolds,card,903.44,Shopping,New phone,Retail Shop,2023-10-19
valerie.reynolds,card,202.29,Shopping,Office supplies,Online Shop,2021-07-16
valerie.reynolds,card,96.86,Bills,Electricity bill,Telecom Provider,2025-01-04
valerie.reynolds,card,132.21,Transport,Parking fee,Scooter Rental,2021-10-03
valerie.reynolds,card,121.23,Transport,Ride sharing,Bus Station,2024-07-26
valerie.reynolds,card,25.34,Transport,Airport transfer,Shell,2022-10-17
valerie.reynolds,card,93.25,Entertainment,Festival ticket,Amusement Park,2023-09-01
valerie.reynolds,card,5.23,Coffee,Sweet coffee,Late Night Cafe,2020-07-13
valerie.reynolds,cash,1162.71,Shopping,Personal items,Clothing Store,2020-11-06
valerie.reynolds,cash,466.73,Shopping,Household items,Electronics Store,2023-08-04
valerie.reynolds,cash,108.61,Transport,Transport service,Highway Toll,2024-09-22
valerie.reynolds,cash,125.09,Transport,Fuel,Parking Garage,2020-10-10
valerie.reynolds,card,74.28,Transport,Scooter ride,Metro,2022-04-29
valerie.reynolds,cash,87.23,Food,Snack,Aldi,2024-09-22
valerie.reynolds,card,57.34,Bills,Internet bill,Electric Company,2022-09-09
valerie.reynolds,cash,245.76,Shopping,Fashion items,Gift Shop,2021-02-23
valerie.reynolds,cash,132.47,Transport,Short trip,BP,2021-01-22
valerie.reynolds,card,750.21,Shopping,New phone,Electronics Store,2025-03-19
valerie.reynolds,card,7.95,Food,Organic food,Spar,2023-02-12
valerie.reynolds,cash,62.57,Transport,Scooter ride,Public Transport,2020-06-29
valerie.reynolds,card,120.4,Bills,Adjustment charge,Energy Provider,2025-05-20
valerie.reynolds,card,70.16,Entertainment,Club entry,Bowling Alley,2023-01-02
valerie.reynolds,card,161.19,Food,Weekly shopping,Pizzeria,2022-09-29
valerie.reynolds,card,115.98,Food,Dinner,Carrefour,2021-03-20
valerie.reynolds,card,156.17,Entertainment,Online content,Sports Arena,2024-11-14
valerie.reynolds,card,151.06,Entertainment,Game purchase,Sports Arena,2022-09-04
valerie.reynolds,cash,110.51,Entertainment,Game purchase,Museum,2021-01-19
valerie.reynolds,card,1040.1,Shopping,Decorations,Electronics Store,2024-05-31
valerie.reynolds,cash,236.78,Bills,Annual fee,TV Provider,2025-05-19
valerie.reynolds,cash,181.11,Bills,TV subscription,Internet Provider,2021-10-27
valerie.reynolds,card,3.91,Coffee,Flat white,Coffee House,2021-10-19
valerie.reynolds,cash,86.11,Bills,Service charge,Hosting Provider,2024-06-16
valerie.reynolds,card,113.08,Bills,Annual fee,Property Management,2022-08-15
valerie.reynolds,card,356.41,Health,Health service,Optician,2023-03-26
valerie.reynolds,card,471.06,Shopping,Fashion items,Shopping Mall,2023-07-19
valerie.reynolds,cash,29.53,Shopping,Accessories,Discount Store,2021-06-23
valerie.reynolds,cash,85.6,Food,Ready meals,Burger Place,2025-11-28
valerie.reynolds,card,28.84,Transport,Monthly pass,Car Wash,2022-05-08
valerie.reynolds,cash,6.62,Coffee,Takeaway coffee,Espresso Bar,2023-05-16
valerie.reynolds,cash,76.01,Food,Quick bite,Organic Store,2020-12-02
valerie.reynolds,card,745.69,Shopping,Personal items,Department Store,2022-07-10
valerie.reynolds,cash,173.18,Health,Therapy session,Medical Store,2022-08-22
valerie.reynolds,card,263.87,Bills,Electricity bill,Energy Provider,2025-08-05
valerie.reynolds,card,147.57,Food,Quick bite,Aldi,2023-07-10
valerie.reynolds,card,5.42,Coffee,Cappuccino,Bakery Cafe,2025-09-27
valerie.reynolds,cash,5.79,Coffee,Morning coffee,Espresso Bar,2023-08-29
valerie.reynolds,cash,85.93,Transport,Vehicle rental,BP,2021-04-15
valerie.reynolds,card,144.32,Food,Bulk food,Bakery,2022-10-29
valerie.reynolds,cash,117.23,Food,Takeaway,Italian Restaurant,2024-07-12
valerie.reynolds,cash,7.32,Coffee,Americano,Office Cafe,2022-01-29
valerie.reynolds,cash,201.89,Health,Medication,Pharmacy,2022-04-22
valerie.reynolds,card,233.43,Entertainment,Club entry,Music Club,2020-09-20
valerie.reynolds,cash,2.73,Coffee,Specialty coffee,Cafe Bar,2024-01-18
valerie.reynolds,card,122.84,Transport,Highway toll,Ferry,2020-06-25
valerie.reynolds,cash,157.92,Entertainment,Bowling,Gaming Store,2022-08-29
valerie.reynolds,cash,186.8,Health,Specialist visit,Medical Store,2021-10-26
valerie.reynolds,cash,148.64,Food,Bulk food,Local Market,2024-06-09
valerie.reynolds,card,1073.98,Shopping,Personal items,Shopping Mall,2022-05-07
valerie.reynolds,card,148.92,Health,Medical care,Eye Clinic,2024-07-06
valerie.reynolds,cash,54.12,Food,Meal prep,Carrefour,2023-11-01
valerie.reynolds,cash,48.52,Bills,Insurance payment,Heating Provider,2022-06-05
valerie.reynolds,cash,287.44,Health,Dental check,Pharmacy,2024-11-02
valerie.reynolds,cash,505.65,Shopping,Seasonal shopping,Mobile Shop,2020-01-16
valerie.reynolds,card,120.94,Bills,Monthly bill,TV Provider,2025-05-08
valerie.reynolds,cash,208.4,Bills,Streaming subscription,Streaming Service,2023-10-15
valerie.reynolds,cash,71.39,Entertainment,Museum entry,Theater,2024-08-19
valerie.reynolds,cash,206.71,Entertainment,Club entry,Cinema,2024-08-29
valerie.reynolds,card,139.25,Food,Quick bite,Fish Market,2020-06-13
valerie.reynolds,card,11.9,Entertainment,Movie ticket,Festival,2020-04-26
valerie.reynolds,cash,189.73,Entertainment,Festival ticket,Leisure Center,2025-08-23
valerie.reynolds,cash,295.7,Bills,Extra service,TV Provider,2025-03-19
valerie.reynolds,card,44.54,Entertainment,Weekend fun,Arcade,2024-11-13
valerie.reynolds,card,75.34,Health,Health supplies,Optician,2024-10-30
valerie.reynolds,cash,28.64,Entertainment,Theater play,Online Platform,2021-03-05
valerie.reynolds,cash,241.81,Health,Vaccination,Medical Center,2024-02-23
valerie.reynolds,cash,42.96,Transport,Taxi ride,Parking Garage,2021-08-30
valerie.reynolds,card,87.24,Transport,Long distance travel,BP,2020-08-29
valerie.reynolds,cash,232.1,Health,Emergency visit,Medical Store,2025-12-31
valerie.reynolds,cash,379.67,Health,Health supplies,Mental Health Clinic,2020-09-13
valerie.reynolds,cash,242.1,Bills,Mobile plan,Service Provider,2025-10-18
valerie.reynolds,card,3.88,Coffee,Coffee meeting,Bookstore Cafe,2022-04-03
valerie.reynolds,cash,163.5,Entertainment,Theater play,Event Venue,2025-09-23
valerie.reynolds,cash,122.7,Entertainment,Movie ticket,Escape Room,2025-12-21
valerie.reynolds,card,34.45,Transport,Transport service,Taxi,2024-11-29
valerie.reynolds,card,100.34,Food,Weekly shopping,Fast Food,2021-02-22
valerie.reynolds,card,131.89,Transport,Scooter ride,Gas Station,2020-10-22
valerie.reynolds,card,161.54,Health,Health supplies,Eye Clinic,2023-07-14
valerie.reynolds,card,315.52,Bills,Renewal fee,TV Provider,2022-07-04
valerie.reynolds,cash,239.57,Shopping,Fashion items,Toy Store,2021-02-24
valerie.reynolds,cash,1093.61,Shopping,New phone,Outlet Store,2021-08-21
valerie.reynolds,cash,120.91,Food,Breakfast,Italian Restaurant,2021-06-22
valerie.reynolds,cash,117.19,Transport,Ride sharing,BP,2020-02-04
valerie.reynolds,cash,73.02,Transport,Car wash,Car Wash,2025-10-27
valerie.reynolds,card,4.59,Coffee,Black coffee,Office Cafe,2025-02-11
valerie.reynolds,card,99.18,Entertainment,Streaming subscription,Escape Room,2022-04-22
valerie.reynolds,cash,271.1,Shopping,Household items,Outlet Store,2023-01-06
valerie.reynolds,card,200.21,Entertainment,Leisure activity,Night Club,2025-01-15
valerie.reynolds,card,55.93,Transport,Monthly pass,Train Station,2023-03-06
valerie.reynolds,cash,95.4,Transport,Airport transfer,Car Rental,2023-07-13
valerie.reynolds,cash,45.53,Entertainment,Online content,Escape Room,2021-05-01
valerie.reynolds,cash,42.32,Transport,Metro ticket,Metro,2022-11-09
valerie.reynolds,cash,32.7,Entertainment,Club entry,Theater,2020-10-30
valerie.reynolds,cash,187.58,Bills,Recurring payment,Cloud Service,2025-02-16
valerie.reynolds,card,131.16,Entertainment,Movie ticket,Subscription Service,2024-02-26
valerie.reynolds,cash,105.1,Food,Fresh vegetables,Bakery,2024-02-23
valerie.reynolds,cash,136.71,Entertainment,Entertainment fee,Theater,2025-05-02
valerie.reynolds,cash,67.63,Transport,Metro ticket,Public Transport,2021-07-23
valerie.reynolds,card,316.99,Shopping,Household items,Outlet Store,2024-01-20
valerie.reynolds,cash,181.56,Bills,Maintenance fee,Insurance Office,2020-09-27
valerie.reynolds,cash,2.02,Coffee,Afternoon coffee,Work Cafe,2020-10-08
valerie.reynolds,card,2.81,Coffee,Strong coffee,Mall Cafe,2020-07-07
valerie.reynolds,card,210.9,Bills,Recurring payment,Energy Provider,2022-11-23
valerie.reynolds,card,42.73,Health,Emergency visit,Dermatology Clinic,2024-06-08
valerie.reynolds,card,76.7,Food,Weekly shopping,Italian Restaurant,2024-10-14
